"param_set_id_new","th_ROS_microbe","th_ROS_epith_recover","epith_recovery_chance","rat_com_pat_threshold","diffusion_speed_DAMPs","diffusion_speed_SAMPs","diffusion_speed_ROS","add_ROS","add_DAMPs","add_SAMPs","ros_decay","DAMPs_decay","SAMPs_decay","activation_threshold_DAMPs","activation_threshold_SAMPs","activity_engulf_M0_baseline","activity_engulf_M1_baseline","activity_engulf_M2_baseline","activity_ROS_M1_baseline","rate_leak_commensal_injury","rate_leak_pathogen_injury","rate_leak_commensal_baseline","active_age_limit","treg_discrimination_efficiency","mac_discrimination_efficiency","mac_rat_com_pat_threshold"
"15202_1",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.5
"15202_2",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.5625
"15202_3",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.625
"15202_4",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.6875
"15202_5",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.75
"15202_6",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.8125
"15202_7",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.875
"15202_8",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,0.9375
"15202_9",0.690205585140297,0.460749795417299,0.0160597009775462,0.739457374208029,0.0989074652610853,0.0379448780418998,0.00060580328124845,0.821432726037584,0.46038242731394,0.0722950372999068,0.501678798211834,0.0756059209679323,0.0483633588580089,0.253235653467702,0.164826113974333,0.459166895768403,0.486209204972954,0.39962702871641,0.325366296211969,0.947636597036247,0.740380327028156,0.064601917035912,18,0.193488284447412,1,1
"19002_1",0.166558581630085,0.710447359660719,0.15887204032057,0.724567011010154,0.0950832428829839,0.0386560940058539,0.0797227274618871,0.267203717594205,0.699450856702451,0.44484489127015,0.00283367542739026,0.497321391830426,0.329673059367293,0.138416282049748,0.896747456002254,0.0524333865984587,0.0524912518227135,0.0935226341348025,0.113556397931752,0.515289959757833,0.866679016769524,0.045923950102051,27,0.17751353991902,1,0.5
