"param_set_id","th_ROS_microbe","th_ROS_epith_recover","epith_recovery_chance","rat_com_pat_threshold","diffusion_speed_DAMPs","diffusion_speed_SAMPs","diffusion_speed_ROS","add_ROS","add_DAMPs","add_SAMPs","ros_decay","DAMPs_decay","SAMPs_decay","activation_threshold_DAMPs","activation_threshold_SAMPs","activity_engulf_M0_baseline","activity_engulf_M1_baseline","activity_engulf_M2_baseline","activity_ROS_M1_baseline","rate_leak_commensal_injury","rate_leak_pathogen_injury","rate_leak_commensal_baseline","active_age_limit","treg_discrimination_efficiency"
0,0.393582292268063,0.865099650635023,0.149681891659458,0.625231869370824,0.0354674581536983,0.0479580663626298,0.0887685578323284,0.127819789524636,0.925790896800045,0.808410123177775,0.48562476818618,0.7016203752721,0.43942047999811,0.265077402846772,0.88675176264833,0.079368716023072,0.123191727745013,0.00010701302640605,0.0026475096005058,0.500013466963832,0.943825281115391,0.139638001640076,19,0.315972728677579
1,0.536751047108807,0.379445741914352,0.0406754416057327,0.605202694239631,0.115434294847347,0.096153675914111,0.078423636933839,0.781450458449176,0.580421373040081,0.418874848801207,0.988123977137371,0.0466081470903775,0.183726214875464,0.284763776771719,0.0649442567957558,0.397172631570896,0.337482482697854,0.188813279038029,0.316353523373551,0.983137654822006,0.589087853637788,0.128970073171042,17,0.317210336698269
2,0.469292726386126,0.452372402991502,0.0327806697051327,0.659436767141965,0.0855498140306211,0.042543026160947,0.0493264010153644,0.67393595692268,0.741332407703109,0.161880772072704,0.542228416711925,0.309011076552401,0.215899975582803,0.214385802125206,0.690830493166621,0.324852436219746,0.365604818189848,0.269156923874969,0.288725532262811,0.840557835045325,0.816238525757592,0.117593378087279,21,0.190771451923313
3,0.726574364864374,0.392436035684502,0.0436493233011578,0.593335111815196,0.0884491884317158,0.0841194315277622,0.0875520863426757,0.999640291173093,0.579766665189759,0.26459545829151,0.999795092571648,0.159001730511898,0.169441041284598,0.266614311663474,0.459753819460321,0.271220312507064,0.397860914481092,0.232363234710199,0.193086367088622,0.996947937539987,0.725157661394539,0.157511635776684,18,0.191494625622084
4,0.508023745797186,0.711307217646526,8.27004485181533e-05,0.505252946279189,0.0625253163195261,0.0887896063414092,0.0515159464325547,0.24555031515929,0.776447930169619,0.527183269126946,0.999795092571648,0.503923855278054,0.37086274100123,7.76303646992892e-05,0.140846327755002,0.499989724523516,0.447649838689207,0.131879035268971,0.454749985045716,0.912902623704395,0.661484277737515,0.131150425175515,15,0.484530956027546
5,0.425732698618368,0.824201099533278,0.186440163627846,0.559070403110272,0.0640709461812531,0.0962876042554572,0.119995094177388,0.789693238591648,0.529369030047585,0.696875437558141,0.280485313353677,0.839216253879185,0.530460207627731,0.168189742898911,0.728039874520928,0.00030305628819158,0.112815875384016,0.0456691849859179,0.0888679267297461,0.577193496540377,0.941707418056255,0.0182272735293496,18,0.54176507042458
6,0.463542909454277,0.295221403331922,0.0657926273093283,0.648480584334199,0.0811273071972493,0.0431501925624506,0.0455097304472987,0.576849337016644,0.661959675160428,0.333303367931414,0.528844630867733,0.368113680267183,0.301456625818426,0.292130062487621,0.717348002191593,0.250539321694169,0.320019329856076,0.313122797874666,0.308387895860358,0.743809584550087,0.736194090677492,0.0873653314958742,23,0.266702488110577
7,0.638726530879896,0.677900651026926,0.103263348722682,0.783726373864889,0.0571246999143586,0.0137628899700698,2.35846800701693e-05,9.12367616361007e-05,0.465102019239986,0.450107742019597,0.696591807389432,0.439272695053857,0.224898353602906,0.0753810171861367,0.219532733308356,0.499989724523516,0.249252945572292,0.34106742766856,0.154149224426255,0.600381669264208,0.58086208563223,6.79376821854385e-05,22,0.309762781291832
8,0.827518132462505,0.760010556170738,0.182591218068156,0.640484408169403,0.0472483206120241,0.065200627624626,0.0501331280871585,0.756613648429653,1.96226454502903e-05,0.537557348352505,0.110607566612722,0.781238705768094,0.385688558915417,0.0272619956052713,0.657548105904369,0.00030305628819158,0.321879164579025,0.344918934366783,0.125793503607677,0.649992882447543,0.889829300783417,6.79376821854385e-05,23,0.343339428095109
9,0.249157885678794,0.607087740081285,0.0709950704128973,0.563431976806987,0.105789765119311,0.0920932103892466,0.119995094177388,0.568546211927382,0.999854110333847,0.269074395285901,0.282130812348364,0.369017707948843,0.475015526729351,0.292679109534726,0.58518299125039,0.148188214358964,0.243149713618464,0.00010701302640605,0.285367990536161,0.69143939092141,0.83969664185211,0.120858998047578,27,0.373824773170977
10,0.596596178067778,0.809991764884562,0.105849710013633,0.690855472241607,0.0391780750525125,0.0406813893097007,0.029788148598745,0.318936131403541,0.616196673321589,0.351317109331932,0.501293745332473,0.684739343757783,0.367186683528392,0.205504517167268,0.488584316648592,0.221174626926618,0.317523517681097,0.135298417605083,0.127314201113941,0.56456125268135,0.850693048074836,0.0152693695368309,18,0.363263873478959
11,0.386004913632711,0.999963109878346,8.27004485181533e-05,0.530567808153977,0.0687774518752049,0.0793934135908968,0.0753092667588016,0.243569745717792,0.899468135430732,0.756433422350073,0.501098960666976,0.459026007241331,0.368781981145693,0.294305637320446,0.00019440235718619,0.404952209731818,0.409419816432101,0.00010701302640605,0.488213490781302,0.920538120015467,0.928729785686498,0.145430609112292,3,0.764414607436685
12,0.722102514727071,0.205737301927454,0.150203923591103,0.723097797249696,0.0538979236796979,3.77011053683236e-06,0.0452259276326774,0.343777028975359,0.316865537415793,0.779361413480346,0.515122170353337,0.321437126372326,0.238138406945319,0.557600754084546,0.949062957728273,0.00030305628819158,0.206734599900976,0.373235153266281,0.13452624631383,0.667230373972688,0.76748554431564,0.0776418177849489,18,0.280649585174876
13,0.931598891831413,0.380921707988454,0.00474356576187197,0.500063357459616,0.01733814833809,0.0288515989590633,0.0816505584398622,0.164214956281944,0.250202905588509,0.999928297183826,0.999795092571648,0.559829317911771,0.335263288123243,0.107014409802195,0.999991596603808,0.128201042537125,0.416524926105202,0.447870302747726,0.489619584724901,0.999990134470386,0.785597528783139,0.20102724448461,6,0.599482051356034
14,0.654782929721552,0.833997213339782,0.0299820637631441,0.650011936867995,0.0742166813830553,0.0398736641356013,0.0868487676088778,0.436515176102301,0.715695196224311,0.733633543967047,0.705767133272154,0.093043847848244,0.108575943076549,0.496345803467751,0.232583893109631,0.273251367506733,0.325732145577736,0.00010701302640605,0.210880232360742,0.982208825069648,0.941576524405596,0.204571807392583,3,0.442443565656574
15,0.956114170664804,0.999963109878346,0.137517758571842,0.580838004824803,0.011872559809874,0.058425803093442,0.0688578613827155,0.326684261285195,0.203464785922383,0.529214130993705,0.609721839720345,0.935323800904867,0.421402251087985,7.76303646992892e-05,0.767145449687216,0.00030305628819158,0.331131184494151,0.221140165095765,0.0475236294356745,0.752504713292867,0.913073107152714,6.79376821854385e-05,21,0.374463704331226
16,0.538416997660109,0.258783895665039,0.0645951748715611,0.654839877413049,0.0932425801065712,0.0525307325083507,0.0136314646157568,0.459259510106069,0.63359497999352,0.329370337783354,0.682596011187508,0.355688424711193,0.351196988343321,0.159657398699329,0.295509796926274,0.377871201411484,0.287639933064372,0.456823772376166,0.365353157082345,0.765581031150995,0.517754208842581,0.00378940885180959,26,0.485436247382979
17,0.313681343858334,0.249924264717101,0.0618326877317713,0.516901069871005,0.0489997992643711,0.0686668529686867,0.0745435553539163,0.234224194396218,0.304775549522782,0.549358153616656,0.974324262797287,0.835193532140994,0.52036144932042,0.156330801612961,0.829752239188166,0.198047790153153,0.323398945938311,0.250818994787536,0.499559855764972,0.869644773149304,0.622560235902102,0.0258291651310009,15,0.452774017276784
18,0.527373242026298,0.2972420672823,0.114144320005688,0.619304072290979,0.119963741078067,0.10344688328677,0.119995094177388,0.999640291173093,0.564413195840419,0.701480349560087,0.449708350286992,6.33614411693998e-05,0.0638576512958295,0.711705043373029,0.343172831042772,0.00030305628819158,0.219427228595514,0.0724657187775032,0.149960023518399,0.959651354230153,0.877298634046482,0.227951118827501,13,0.24298801670662
19,0.643535646163663,0.80141067608714,0.0762521160614948,0.619161724017497,0.0778415209042661,0.0796330969592464,0.0618885572263244,0.567209521902822,0.549056239702334,0.637650751131906,0.914720606548097,0.346182832017804,0.200579822232609,0.0481429701897286,0.148581335404409,0.326217843249898,0.269175207214872,0.192138698562585,0.15761664379518,0.847835405247392,0.719666447694301,0.106475443709186,14,0.387755381530367
20,0.38340001096302,0.793581756017776,0.0816972989779296,0.500063357459616,0.0182040784524855,0.0729665701948842,0.119995094177388,0.0571989657801374,0.780978250575189,0.999928297183826,0.999795092571648,0.89064501100105,0.492777853280951,0.0181110556911116,0.999991596603808,0.121893420588612,0.149457163184341,0.00010701302640605,0.17623211318268,0.769658299153573,0.862526876612342,0.210533580325358,9,0.443196175511964
21,0.0885686806085979,0.302566440911735,0.0117940900108598,0.591041218069759,0.115967953867676,0.0650550783476478,0.0248574048346097,0.765411040335575,0.999854110333847,0.465071188318235,0.13867930281339,0.356381982861736,0.397714329390284,0.297331434013191,0.349133722204158,0.367792157227691,0.286617365967615,0.325483492287553,0.499559855764972,0.657501118807878,0.74779216148847,0.11081094888722,21,0.602638261565287
22,0.287038404054209,0.365445859632825,0.0961855393099019,0.705816781938947,0.0661331622764687,0.0128391483825781,0.0556863251138174,0.273262455798931,0.999854110333847,0.465666963687046,0.505934089024177,0.420104143021587,0.342317269510567,0.524807591058999,0.920799961495065,0.213962422812129,0.162083176837946,0.135267716289421,0.167678836214667,0.52708802211737,0.825648016814038,0.128466002238915,19,0.309745941611656
23,0.632033472386129,0.32345928224653,0.06008490786952,0.500063357459616,0.0579508529785735,0.0690788960573942,0.0887544154836949,0.726828597526347,0.459729066778371,0.887295207941429,0.72519807066435,0.664152524626044,0.442761323808607,7.76303646992892e-05,0.999991596603808,0.00030305628819158,0.296507024803554,0.482709230967037,0.422810780544102,0.962714809251582,0.779894276942737,0.12597932882554,18,0.570259288615455
24,0.783024885367256,0.661097887066597,0.007968784296546,0.529573333091612,0.0629444199406857,0.0569167486633278,0.095041266040588,0.4499312127463,0.524224022370494,0.408471756697709,0.544985180623224,0.380166432556408,0.344166090307594,0.221358223678166,0.584902359563336,0.156149827307015,0.485536583695197,0.122479473639804,0.410701292302266,0.999990134470386,0.890771359094323,0.114778826807828,16,0.452563462433945
25,0.634542781986267,0.716426539707866,0.0547457220164214,0.720147214801176,0.0569321479424941,0.0404532296877031,0.00818852916796628,9.12367616361007e-05,0.216147438294394,0.260008996194055,0.828354851259547,0.400975557926161,0.187270739729672,7.76303646992892e-05,0.262292979515447,0.499989724523516,0.438974366939602,0.188607736126373,0.278107261385905,0.795878271478533,0.584398479944913,0.0171673345972226,23,0.0182143081565842
26,0.00021768103810027,0.597063336443435,0.0489122504847268,0.536397614887825,0.119628445359348,0.119998732919027,0.11789481593884,0.999640291173093,0.99066278090308,0.0516339164097798,0.213091443897065,0.632494942770232,0.510612038868552,0.29591599144835,0.426712675728452,0.00977342148168647,0.26649533305274,0.00010701302640605,0.427943170686399,0.808421172730722,0.929011151232636,0.0498215490869911,16,0.602862258554737
