"param_set_id","th_ROS_microbe","th_ROS_epith_recover","epith_recovery_chance","rat_com_pat_threshold","diffusion_speed_DAMPs","diffusion_speed_SAMPs","diffusion_speed_ROS","add_ROS","add_DAMPs","add_SAMPs","ros_decay","DAMPs_decay","SAMPs_decay","activation_threshold_DAMPs","activation_threshold_SAMPs","activity_engulf_M0_baseline","activity_engulf_M1_baseline","activity_engulf_M2_baseline","activity_ROS_M1_baseline","rate_leak_commensal_injury","rate_leak_pathogen_injury","rate_leak_commensal_baseline","active_age_limit","treg_discrimination_efficiency"
0,0.6471078048959,0.826915436760656,0.120282074793177,0.500063357459616,0.115817766266396,0.0959814520477387,0.087754917267777,0.39293446439096,0.0873547607562712,0.575124535717005,0.829407318599661,0.610700837124557,0.075376919868245,0.156131638896746,0.999991596603808,0.123992748166995,0.322690294596323,0.169740637445188,0.445112614322184,0.999953931943418,0.806904959830523,0.037625640113225,10,0.763767701827488
1,0.570818208690757,0.580508532336488,0.443124054126258,0.830347025911861,0.0616816039702813,0.0237033973709239,0.0490843118466383,0.586824636409321,0.580387067623556,0.351590686572197,0.324855591269315,0.198798714700178,0.337719263690244,0.385230320806387,0.206837353611691,0.105241395047772,0.345911586742669,0.265012832295283,0.119455863322889,0.702146743492388,0.659914667319064,0.124126614359717,19,0.247442712031993
2,0.515808596423631,0.0396878882735691,0.726806037008472,0.829336227019442,0.0182637927904906,0.0417323320980907,0.0635308935146355,0.139858237450493,0.281474954535112,0.90383517741557,0.00020573198659345,0.0378191630786688,0.218822556128771,0.311999901710858,0.635587121862009,0.249692550176493,0.18470670304439,0.364046379314899,0.292950933392837,0.753980977356197,0.673718174003615,0.124724890720373,11,0.999297207634302
3,0.909446196948255,0.192115483905555,0.349608677342872,0.686916776653695,0.00532748594570241,0.0262043138186372,0.0134321114497798,0.833296334978563,0.999854110333847,0.929160521279409,0.17966659928284,0.250914249939055,4.64802905591205e-05,0.319179009548379,0.999991596603808,0.342011453715002,0.214143776370194,0.313465390659472,0.481528370402738,0.729184806342135,0.999975606664492,0.228561070568112,11,0.631049148105703
4,0.893892467048661,0.586655054111782,0.136645881890054,0.698654982030894,0.092128865906907,0.0408385694814336,0.0843183885410103,9.12367616361007e-05,1.96226454502903e-05,0.850368820303108,0.597441223170324,0.0001280288233119,4.64802905591205e-05,0.45671760624674,0.765657713027761,0.118013340187796,0.499858107997852,0.141089372637803,0.0688507277048168,0.867462313997395,0.877819990805984,0.174257024010446,3,0.472895319770544
5,0.236222889701461,0.409026982601398,0.893998582311231,0.997024699693877,0.0116345608268821,0.0225505689007651,2.35846800701693e-05,0.999640291173093,0.999854110333847,0.452058644626009,0.00020573198659345,0.652974597200186,0.286134085795815,7.76303646992892e-05,0.00019440235718619,0.103691979355668,0.229687481722702,0.461351470716319,0.395838510364243,0.500013466963832,0.799465458264637,0.101839246798749,30,0.381008859059641
6,0.719507700090577,0.548650968897736,0.108235713445586,0.661488704494834,0.0907789583746044,0.0839768028380645,0.119995094177388,0.605838499691593,0.536182772388663,0.73798065604291,0.234492040158276,0.0658370108550698,0.303726275108179,0.499873804284243,0.57616873117713,0.00030305628819158,0.280630493030295,0.362282308430837,0.223118012194275,0.822954129811737,0.622261553703976,0.0222934369392969,18,0.27030670090735
7,0.38738197960355,0.265202607550212,8.27004485181533e-05,0.75727146410951,0.051608638542811,0.0889890690706733,0.0407749389850694,0.401473261889653,0.6849029758393,0.592957196859634,0.490041620541485,0.321708190108509,0.0303781401334921,0.349789745719969,0.55637389051522,0.0755864913233927,0.0642888798387064,0.00023429425927461,0.287139606702901,0.762893670064927,0.757474308647251,0.13416078075146,24,0.617286184800235
8,0.00250398551101816,0.198752260206055,8.27004485181533e-05,0.865139048183745,0.0851998372222925,0.0296706054030326,0.112795121792339,9.12367616361007e-05,0.501214373033683,0.304403732483451,0.599218137028429,0.476104876189076,0.146169948840948,0.0333615159430735,0.449564035594587,0.00030305628819158,0.396017205975438,0.279447176789172,0.15661869384334,0.650800119099218,0.579010232004782,0.143463468002776,25,0.135655769512959
9,0.770737641650312,0.283970040681609,0.696288064991669,0.59139701541936,0.00347934522979852,0.043772798571557,0.0394699037356708,0.742286786218555,0.999854110333847,0.839739905152268,0.0706395298778216,0.281052217327102,0.626425797143623,0.166521761862691,0.256086236559425,0.296408169034475,0.269761166274144,0.237384178548808,0.499559855764972,0.831205637430673,0.62572247789808,0.157121535796889,10,0.802097278117749
10,0.609404985059392,0.6363987478079,0.745237153179842,0.999996276009004,0.0645990732176544,0.0784545128524227,0.000307247060847282,0.800405662710582,0.999854110333847,0.449457389512573,0.461337207443608,0.335664822265069,4.64802905591205e-05,0.296901924732216,0.501373554252982,0.243835198479152,3.55416661011986e-06,0.450688766044787,0.403233507229712,0.546406057326046,0.703629497745908,0.0893834203514195,16,0.630059505655334
11,0.500166696717073,0.198803343925761,0.680847066459878,0.818058015104166,0.0296373843049385,0.0386706409795939,0.0268205065481952,0.509266170474219,0.867034522357997,0.74286001121491,0.00020573198659345,0.0435528437421757,0.0898210520201005,0.402821270259528,0.00019440235718619,0.208701496387812,0.225431512499863,0.20284072960704,0.418144547962086,0.753746675918196,0.740510207295802,0.0945916282285123,14,0.999297207634302
12,0.884959312469391,0.534562939522641,0.25524780585643,0.733384775072784,0.0849833187067222,0.0392646740889488,0.0359178012246027,0.421852965981496,0.282958473962806,0.356717069088839,0.418796799656701,0.0001280288233119,4.64802905591205e-05,0.435346459009619,0.408831582891546,0.277615040027964,0.352498056435562,0.499992012141552,0.271415522454006,0.838273979771139,0.826804619782393,0.110435383573342,5,0.170060790266953
13,0.571482820103442,0.583490662750028,8.27004485181533e-05,0.500063357459616,0.0571974875694978,0.0390493927093874,0.0600946384462493,0.622264347393133,0.0107148911693083,0.0370807354770143,0.730520804318432,0.0001280288233119,0.342843088043502,0.1484535801913,0.00019440235718619,0.270227774622947,0.259407913307755,0.266133026912827,0.0765474616144765,0.762563565107247,0.523242493428474,0.202243744739158,10,0.242615962154335
14,0.212065037473622,7.64295788737945e-05,0.318813757718299,0.911046808665802,0.0517232019020417,0.0359479432991594,0.0246459265899087,0.730041542270495,0.707300996721523,0.438221997541232,0.208148668872864,0.267826329465174,0.336137218663153,0.386411239198171,0.494747333634935,0.322838681830663,0.390816256225927,0.250612613388135,0.294271570246251,0.796479009503203,0.887753516816201,0.187838719384088,22,0.238406878239271
